stage,stage_name,tracking_mode,pid_tid_cache,threads,size,duration,baseline_ops,with_hook_ops,overhead_pct,segment,count,total_cycles,avg_cycles,total_ns,avg_ns,profile_log,consumer_log
4,tracking,global,0,1,32,5,15327483.80,629453.20,95.8933,hook_entry,12589082,759866804,60.36,316621325.67,25.15,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache0_t1_s32_d5.profile.csv,
4,tracking,global,0,1,32,5,15327483.80,629453.20,95.8933,guard,12589082,813468812,64.62,338956212.18,26.92,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache0_t1_s32_d5.profile.csv,
4,tracking,global,0,1,32,5,15327483.80,629453.20,95.8933,record_alloc_total,3147271,4358745156,1384.93,1816202079.46,577.07,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache0_t1_s32_d5.profile.csv,
4,tracking,global,0,1,32,5,15327483.80,629453.20,95.8933,record_free_total,3147270,4663483868,1481.76,1943180616.32,617.42,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache0_t1_s32_d5.profile.csv,
4,tracking,global,0,1,32,5,15327483.80,629453.20,95.8933,writer_mutex_wait,6294539,388496222,61.72,161878618.96,25.72,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache0_t1_s32_d5.profile.csv,
4,tracking,global,0,1,32,5,15327483.80,629453.20,95.8933,writer_mutex_hold,6294539,7025635876,1116.15,2927442195.14,465.08,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache0_t1_s32_d5.profile.csv,
4,tracking,global,0,1,32,5,15327483.80,629453.20,95.8933,sample_filter,3147271,223339010,70.96,93060906.26,29.57,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache0_t1_s32_d5.profile.csv,
4,tracking,global,0,1,32,5,15327483.80,629453.20,95.8933,tracking_insert,3147271,2349687610,746.58,979067913.04,311.08,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache0_t1_s32_d5.profile.csv,
4,tracking,global,0,1,32,5,15327483.80,629453.20,95.8933,tracking_lookup,3147268,739995268,235.12,308341253.37,97.97,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache0_t1_s32_d5.profile.csv,
4,tracking,global,0,1,32,5,15327483.80,629453.20,95.8933,tracking_erase,3147268,2014988646,640.23,839605537.37,266.77,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache0_t1_s32_d5.profile.csv,
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,hook_entry,3967512,239144388,60.28,99646172.08,25.12,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,guard,3967512,262464066,66.15,109362965.63,27.56,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,record_alloc_total,991878,5521795836,5567.01,2300810078.34,2319.65,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,record_free_total,991877,5518148718,5563.34,2299290405.01,2318.12,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,writer_mutex_wait,1983753,123101344,62.05,51293604.72,25.86,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,writer_mutex_hold,1983753,10394935868,5240.04,4331339643.68,2183.41,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,sample_filter,991878,65511772,66.05,27297305.03,27.52,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,tracking_insert,991878,777583292,783.95,324001742.93,326.65,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,tracking_lookup,991875,242494470,244.48,101042077.09,101.87,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,tracking_erase,991875,654104090,659.46,272550693.15,274.78,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,record_fill,1983753,95894422,48.34,39957082.65,20.14,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,metadata_clock,1985736,184327486,92.83,76805182.61,38.68,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,metadata_pid,1985737,3060369540,1541.18,1275188234.08,642.17,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,metadata_tid,1985736,2991081206,1506.28,1246317319.27,627.63,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,thread_name,1983,3741148,1886.61,1558853.55,786.11,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,ring_index_check,1985736,160485138,80.82,66870604.04,33.68,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,shm_record_copy,1985736,122111006,61.49,50880952.80,25.62,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,atomic_index_update,1985736,127132106,64.02,52973134.00,26.68,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
5,record_write,global,0,1,32,5,15327483.80,198374.60,98.7058,connection,991878,54501760,54.95,22709676.78,22.90,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,hook_entry,3902220,233570000,59.86,97323596.54,24.94,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,guard,3902220,252045094,64.59,105021770.94,26.91,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,record_alloc_total,975555,5531813968,5670.43,2304987929.68,2362.75,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,record_free_total,975554,5522907236,5661.30,2301276685.98,2358.94,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,writer_mutex_wait,1951107,120858886,61.94,50359298.96,25.81,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,writer_mutex_hold,1951107,10422140504,5341.66,4342681840.38,2225.75,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,sample_filter,975555,69163504,70.90,28818944.89,29.54,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,tracking_insert,975555,727457220,745.69,303115781.04,310.71,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,tracking_lookup,975552,241023520,247.06,100429318.05,102.95,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,tracking_erase,975552,636760666,652.72,265324477.24,271.97,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,record_fill,1951107,94538612,48.45,39392206.75,20.19,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,metadata_clock,1953058,180998048,92.67,75417994.59,38.62,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,metadata_pid,1953059,2914377282,1492.21,1214358345.46,621.77,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,metadata_tid,1953058,2896206000,1482.91,1206786762.98,617.90,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,thread_name,1951,3622278,1856.63,1509325.35,773.62,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,ring_index_check,1953058,173663030,88.92,72361650.32,37.05,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,shm_record_copy,1953058,122440400,62.69,51018281.84,26.12,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,atomic_index_update,1953058,129628590,66.37,54013446.05,27.66,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,notify,97652,353158920,3616.50,147153727.98,1506.92,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
6,notify,global,0,1,32,5,15327483.80,195110.00,98.7271,connection,975555,53772456,55.12,22405826.14,22.97,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage6_notify_global_cache0_t1_s32_d5.consumer.log
4,tracking,global,1,1,32,5,15327483.80,632877.00,95.8710,hook_entry,12657558,757932248,59.88,315820631.96,24.95,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache1_t1_s32_d5.profile.csv,
4,tracking,global,1,1,32,5,15327483.80,632877.00,95.8710,guard,12657558,808368244,63.86,336836663.63,26.61,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache1_t1_s32_d5.profile.csv,
4,tracking,global,1,1,32,5,15327483.80,632877.00,95.8710,record_alloc_total,3164390,4343685026,1372.68,1809957754.87,571.98,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache1_t1_s32_d5.profile.csv,
4,tracking,global,1,1,32,5,15327483.80,632877.00,95.8710,record_free_total,3164389,4652610450,1470.30,1938683010.85,612.66,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache1_t1_s32_d5.profile.csv,
4,tracking,global,1,1,32,5,15327483.80,632877.00,95.8710,writer_mutex_wait,6328777,387572354,61.24,161496421.47,25.52,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache1_t1_s32_d5.profile.csv,
4,tracking,global,1,1,32,5,15327483.80,632877.00,95.8710,writer_mutex_hold,6328777,7000462532,1106.13,2917002814.81,460.91,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache1_t1_s32_d5.profile.csv,
4,tracking,global,1,1,32,5,15327483.80,632877.00,95.8710,sample_filter,3164390,224280894,70.88,93454967.60,29.53,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache1_t1_s32_d5.profile.csv,
4,tracking,global,1,1,32,5,15327483.80,632877.00,95.8710,tracking_insert,3164390,2340783690,739.73,975374495.81,308.23,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache1_t1_s32_d5.profile.csv,
4,tracking,global,1,1,32,5,15327483.80,632877.00,95.8710,tracking_lookup,3164387,736673030,232.80,306962188.90,97.01,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache1_t1_s32_d5.profile.csv,
4,tracking,global,1,1,32,5,15327483.80,632877.00,95.8710,tracking_erase,3164387,2008252718,634.64,836813111.20,264.45,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage4_tracking_global_cache1_t1_s32_d5.profile.csv,
5,record_write,global,1,1,32,5,15327483.80,434364.40,97.1661,hook_entry,8687308,518034132,59.63,215854572.16,24.85,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.consumer.log
5,record_write,global,1,1,32,5,15327483.80,434364.40,97.1661,guard,8687308,560890864,64.56,233712124.35,26.90,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.consumer.log
5,record_write,global,1,1,32,5,15327483.80,434364.40,97.1661,record_alloc_total,2171827,5000986548,2302.66,2083812137.06,959.47,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.consumer.log
5,record_write,global,1,1,32,5,15327483.80,434364.40,97.1661,record_free_total,2171826,4974495704,2290.47,2072773926.56,954.39,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.consumer.log
5,record_write,global,1,1,32,5,15327483.80,434364.40,97.1661,writer_mutex_wait,4343651,266810064,61.43,111174474.14,25.59,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.consumer.log
5,record_write,global,1,1,32,5,15327483.80,434364.40,97.1661,writer_mutex_hold,4343651,8609574924,1982.11,3587439508.06,825.90,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.consumer.log
5,record_write,global,1,1,32,5,15327483.80,434364.40,97.1661,sample_filter,2171827,148255534,68.26,61775147.40,28.44,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.consumer.log
5,record_write,global,1,1,32,5,15327483.80,434364.40,97.1661,tracking_insert,2171827,1597639264,735.62,665704667.87,306.52,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.consumer.log
5,record_write,global,1,1,32,5,15327483.80,434364.40,97.1661,tracking_lookup,2171824,510673910,235.14,212787713.29,97.98,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.consumer.log
5,record_write,global,1,1,32,5,15327483.80,434364.40,97.1661,tracking_erase,2171824,1422068728,654.78,592547899.64,272.83,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.profile.csv,/mnt/hdd/users/cychi/research/native_hook_planB_v1/linux_native_hook_v1/results/logs/hotpath_profile_stage5_record_write_global_cache1_t1_s32_d5.consumer.log
